,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
5284,2008-07-01,98.5847,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5285,2008-10-01,98.2787,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5286,2009-01-01,96.9017,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5287,2009-04-01,96.8507,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5288,2009-07-01,97.7687,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5289,2009-10-01,98.9417,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5290,2010-01-01,99.5027,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5291,2010-04-01,100.0128,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5292,2010-07-01,99.9107,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5293,2010-10-01,100.5738,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5294,2011-01-01,102.3078,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5295,2011-04-01,104.7048,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5296,2011-07-01,106.2859,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5297,2011-10-01,107.6119,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5298,2012-01-01,108.2239,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5299,2012-04-01,108.5299,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5300,2012-07-01,108.3259,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5301,2012-10-01,107.9179,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5302,2013-01-01,107.7649,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5303,2013-04-01,107.7139,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5304,2013-07-01,107.6629,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5305,2013-10-01,108.0709,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5306,2014-01-01,108.6319,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5307,2014-04-01,109.1929,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5308,2014-07-01,109.6009,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5309,2014-10-01,110.3149,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5310,2015-01-01,110.9779,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5311,2015-04-01,112.406,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5312,2015-07-01,113.834,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5313,2015-10-01,115.109,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5314,2016-01-01,115.619,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5315,2016-04-01,115.772,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5316,2016-07-01,116.129,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5317,2016-10-01,116.843,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5318,2017-01-01,117.047,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5319,2017-04-01,117.2001,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5320,2017-07-01,117.8631,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5321,2017-10-01,118.2711,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5322,2018-01-01,118.9341,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5323,2018-04-01,119.4951,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5324,2018-07-01,120.3621,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5325,2018-10-01,122.0961,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5326,2019-01-01,122.0961,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5327,2019-04-01,121.7391,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5328,2019-07-01,121.6881,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5329,2019-10-01,122.1981,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5330,2020-01-01,123.4222,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5331,2020-04-01,124.6972,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5332,2020-07-01,127.1962,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5333,2020-10-01,130.9193,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5334,2021-01-01,136.1214,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5335,2021-04-01,140.9155,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5336,2021-07-01,146.4236,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5337,2021-10-01,151.4727,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5338,2022-01-01,153.2577,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5339,2022-04-01,154.1247,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5340,2022-07-01,154.1247,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5341,2022-10-01,151.3706,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5342,2023-01-01,146.6276,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5343,2023-04-01,143.6185,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5344,2023-07-01,142.8535,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5345,2023-10-01,142.8535,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5346,2024-01-01,142.5475,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5347,2024-04-01,142.2415,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5348,2024-07-01,142.3435,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5349,2024-10-01,142.7005,Selected residential property prices,Q,KR,"Quarterly – Korea – Nominal – Index, 2010 = 100",Q.KR.N.628
5350,1998-10-01,35.3928,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5351,1999-01-01,37.826,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5352,1999-04-01,31.8535,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5353,1999-07-01,29.5308,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5354,1999-10-01,30.0838,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5355,2000-01-01,31.3005,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5356,2000-04-01,28.8672,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5357,2000-07-01,26.8764,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5358,2000-10-01,29.6414,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5359,2001-01-01,35.0609,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5360,2001-04-01,32.9595,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5361,2001-07-01,36.4988,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5362,2001-10-01,41.9183,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5363,2002-01-01,39.485,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5364,2002-04-01,39.8168,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5365,2002-07-01,41.4759,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5366,2002-10-01,43.1349,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5367,2003-01-01,48.8862,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5368,2003-04-01,44.2409,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5369,2003-07-01,45.347,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5370,2003-10-01,48.112,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5371,2004-01-01,52.0937,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5372,2004-04-01,50.1029,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5373,2004-07-01,55.9648,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5374,2004-10-01,62.8221,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5375,2005-01-01,73.1082,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5376,2005-04-01,69.6795,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5377,2005-07-01,76.9792,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5378,2005-10-01,97.7725,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5379,2006-01-01,102.8473,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5380,2006-04-01,103.7974,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5381,2006-07-01,114.2603,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5382,2006-10-01,126.8133,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5383,2007-01-01,132.1338,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5384,2007-04-01,137.6087,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5385,2007-07-01,146.5752,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5386,2007-10-01,149.2474,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5387,2008-01-01,154.271,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5388,2008-04-01,159.7221,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5389,2008-07-01,156.8718,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5390,2008-10-01,145.5301,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5391,2009-01-01,116.3505,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5392,2009-04-01,110.1986,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5393,2009-07-01,105.1275,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5394,2009-10-01,100.2464,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5395,2010-01-01,98.275,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5396,2010-04-01,100.4364,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5397,2010-07-01,99.6883,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5398,2010-10-01,101.6003,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5399,2011-01-01,105.9351,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5400,2011-04-01,106.7427,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5401,2011-07-01,106.4933,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5402,2011-10-01,107.2533,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5403,2012-01-01,106.8733,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5404,2012-04-01,105.757,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5405,2012-07-01,106.8139,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5406,2012-10-01,105.9945,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5407,2013-01-01,106.7189,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5408,2013-04-01,108.3103,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5409,2013-07-01,106.4101,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5410,2013-10-01,109.1654,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5411,2014-01-01,110.8399,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5412,2014-04-01,115.3291,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5413,2014-07-01,117.1937,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5414,2014-10-01,114.9135,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5415,2015-01-01,115.7804,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5416,2015-04-01,119.3433,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5417,2015-07-01,121.2197,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5418,2015-10-01,118.7019,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5419,2016-01-01,119.6877,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5420,2016-04-01,123.4049,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5421,2016-07-01,127.6447,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5422,2016-10-01,129.9249,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5423,2017-01-01,131.9438,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5424,2017-04-01,136.0055,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5425,2017-07-01,138.547,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5426,2017-10-01,138.8795,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5427,2018-01-01,142.2523,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5428,2018-04-01,146.0764,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5429,2018-07-01,147.6797,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5430,2018-10-01,149.1523,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5431,2019-01-01,153.4396,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5432,2019-04-01,155.708,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5433,2019-07-01,157.1925,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5434,2019-10-01,158.867,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5435,2020-01-01,163.0118,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5436,2020-04-01,166.5628,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5437,2020-07-01,167.2753,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5438,2020-10-01,173.8072,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5439,2021-01-01,182.5243,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5440,2021-04-01,188.6761,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5441,2021-07-01,198.854,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5442,2021-10-01,208.2598,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5443,2022-01-01,217.4757,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5444,2022-04-01,230.2901,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5445,2022-07-01,237.1664,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5446,2022-10-01,241.6318,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5447,2023-01-01,246.0497,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5448,2023-04-01,251.8334,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5449,2023-07-01,257.8902,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5450,2023-10-01,261.7499,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5451,2024-01-01,270.4195,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5452,2024-04-01,277.9134,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5453,2024-07-01,280.7518,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5454,2024-10-01,287.3786,Selected residential property prices,Q,LT,"Quarterly – Lithuania – Nominal – Index, 2010 = 100",Q.LT.N.628
5455,2007-01-01,90.6741,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5456,2007-04-01,91.29,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5457,2007-07-01,95.0003,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5458,2007-10-01,94.4805,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5459,2008-01-01,94.0542,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5460,2008-04-01,96.772,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5461,2008-07-01,96.4156,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5462,2008-10-01,96.6108,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5463,2009-01-01,94.312,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5464,2009-04-01,94.8983,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5465,2009-07-01,94.0384,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5466,2009-10-01,96.1925,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5467,2010-01-01,99.9417,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5468,2010-04-01,98.5575,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5469,2010-07-01,100.0765,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5470,2010-10-01,101.4243,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5471,2011-01-01,100.9871,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5472,2011-04-01,103.4136,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5473,2011-07-01,103.4063,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5474,2011-10-01,106.8981,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5475,2012-01-01,105.5618,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5476,2012-04-01,107.629,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5477,2012-07-01,107.9178,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5478,2012-10-01,111.0054,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5479,2013-01-01,111.2545,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5480,2013-04-01,112.6398,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5481,2013-07-01,114.0535,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5482,2013-10-01,115.7228,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5483,2014-01-01,113.9953,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5484,2014-04-01,118.1957,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5485,2014-07-01,119.769,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5486,2014-10-01,121.5935,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5487,2015-01-01,122.032,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
