,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
5488,2015-04-01,124.6216,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5489,2015-07-01,126.3589,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5490,2015-10-01,126.1068,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5491,2016-01-01,128.074,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5492,2016-04-01,131.5658,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5493,2016-07-01,133.545,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5494,2016-10-01,135.9115,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5495,2017-01-01,137.0083,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5496,2017-04-01,140.003,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5497,2017-07-01,140.1278,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5498,2017-10-01,141.6251,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5499,2018-01-01,145.7429,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5500,2018-04-01,147.1154,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5501,2018-07-01,150.7341,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5502,2018-10-01,154.6022,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5503,2019-01-01,155.9748,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5504,2019-04-01,163.8359,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5505,2019-07-01,167.7041,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5506,2019-10-01,171.1979,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5507,2020-01-01,178.0608,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5508,2020-04-01,185.5476,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5509,2020-07-01,190.9132,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5510,2020-10-01,199.7725,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5511,2021-01-01,208.6319,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5512,2021-04-01,210.5036,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5513,2021-07-01,216.1187,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5514,2021-10-01,223.9798,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5515,2022-01-01,229.9693,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5516,2022-04-01,235.0852,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5517,2022-07-01,239.9516,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5518,2022-10-01,236.333,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5519,2023-01-01,226.1011,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5520,2023-04-01,221.2347,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5521,2023-07-01,206.5106,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5522,2023-10-01,202.1434,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5523,2024-01-01,200.7708,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5524,2024-04-01,202.6425,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5525,2024-07-01,202.6425,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5526,2024-10-01,204.8885,Selected residential property prices,Q,LU,"Quarterly – Luxembourg – Nominal – Index, 2010 = 100",Q.LU.N.628
5527,2006-01-01,111.95,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5528,2006-04-01,123.48,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5529,2006-07-01,136.32,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5530,2006-10-01,148.34,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5531,2007-01-01,167.51,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5532,2007-04-01,172.47,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5533,2007-07-01,186.09,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5534,2007-10-01,182.67,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5535,2008-01-01,195.45,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5536,2008-04-01,191.9,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5537,2008-07-01,179.0,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5538,2008-10-01,150.23,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5539,2009-01-01,123.18,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5540,2009-04-01,110.82,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5541,2009-07-01,109.02,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5542,2009-10-01,106.21,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5543,2010-01-01,97.72,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5544,2010-04-01,98.07,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5545,2010-07-01,100.6,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5546,2010-10-01,103.61,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5547,2011-01-01,108.25,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5548,2011-04-01,110.15,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5549,2011-07-01,113.7,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5550,2011-10-01,109.58,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5551,2012-01-01,111.05,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5552,2012-04-01,112.36,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5553,2012-07-01,115.18,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5554,2012-10-01,116.26,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5555,2013-01-01,116.39,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5556,2013-04-01,121.19,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5557,2013-07-01,122.61,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5558,2013-10-01,125.8,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5559,2014-01-01,128.67,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5560,2014-04-01,130.56,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5561,2014-07-01,135.71,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5562,2014-10-01,120.18,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5563,2015-01-01,120.26,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5564,2015-04-01,124.53,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5565,2015-07-01,124.96,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5566,2015-10-01,128.08,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5567,2016-01-01,128.81,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5568,2016-04-01,136.31,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5569,2016-07-01,136.96,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5570,2016-10-01,138.02,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5571,2017-01-01,140.77,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5572,2017-04-01,148.76,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5573,2017-07-01,149.0,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5574,2017-10-01,148.96,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5575,2018-01-01,156.84,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5576,2018-04-01,161.68,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5577,2018-07-01,159.73,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5578,2018-10-01,165.44,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5579,2019-01-01,166.83,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5580,2019-04-01,174.48,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5581,2019-07-01,179.94,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5582,2019-10-01,180.08,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5583,2020-01-01,181.43,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5584,2020-04-01,177.1,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5585,2020-07-01,183.05,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5586,2020-10-01,184.1,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5587,2021-01-01,186.65,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5588,2021-04-01,198.53,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5589,2021-07-01,205.74,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5590,2021-10-01,213.8,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5591,2022-01-01,219.12,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5592,2022-04-01,230.94,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5593,2022-07-01,233.72,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5594,2022-10-01,232.25,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5595,2023-01-01,231.98,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5596,2023-04-01,243.36,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5597,2023-07-01,240.77,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5598,2023-10-01,234.15,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5599,2024-01-01,240.38,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5600,2024-04-01,245.1,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5601,2024-07-01,253.42,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5602,2024-10-01,253.02,Selected residential property prices,Q,LV,"Quarterly – Latvia – Nominal – Index, 2010 = 100",Q.LV.N.628
5603,2005-01-01,94.1569,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5604,2005-04-01,94.2523,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5605,2005-07-01,95.2063,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5606,2005-10-01,95.6833,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5607,2006-01-01,95.3971,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5608,2006-04-01,94.9201,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5609,2006-07-01,94.4431,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5610,2006-10-01,94.8247,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5611,2007-01-01,95.9695,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
5612,2007-04-01,97.1142,Selected residential property prices,Q,MA,"Quarterly – Morocco – Nominal – Index, 2010 = 100",Q.MA.N.628
