,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
12,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1998-Q1,1998-01-01,2051.0,2051.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
13,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1998-Q2,1998-04-01,2203.0,2203.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
14,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1998-Q3,1998-07-01,2091.0,2091.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
15,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1998-Q4,1998-10-01,2744.0,2744.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
16,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1999-Q1,1999-01-01,2221.0,2221.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
17,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1999-Q2,1999-04-01,2549.0,2549.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
18,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1999-Q3,1999-07-01,2302.0,2302.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
19,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,1999-Q4,1999-10-01,3094.0,3094.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
20,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2000-Q1,2000-01-01,2514.0,2514.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
21,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2000-Q2,2000-04-01,2787.0,2787.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
22,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2000-Q3,2000-07-01,2500.0,2500.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
23,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2000-Q4,2000-10-01,3456.0,3456.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
24,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2001-Q1,2001-01-01,2857.0,2857.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
25,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2001-Q2,2001-04-01,3144.0,3144.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
26,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2001-Q3,2001-07-01,2805.0,2805.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
27,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2001-Q4,2001-10-01,3871.0,3871.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
28,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2002-Q1,2002-01-01,3115.0,3115.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
29,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2002-Q2,2002-04-01,3571.0,3571.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
30,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2002-Q3,2002-07-01,3255.0,3255.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
31,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2002-Q4,2002-10-01,4631.0,4631.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
32,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2003-Q1,2003-01-01,3851.0,3851.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
33,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2003-Q2,2003-04-01,4210.0,4210.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
34,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2003-Q3,2003-07-01,3873.0,3873.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
35,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2003-Q4,2003-10-01,5365.0,5365.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
36,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2004-Q1,2004-01-01,4046.0,4046.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
37,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2004-Q2,2004-04-01,4412.0,4412.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
38,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2004-Q3,2004-07-01,4159.0,4159.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
39,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2004-Q4,2004-10-01,5858.0,5858.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
40,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2005-Q1,2005-01-01,4259.0,4259.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
41,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2005-Q2,2005-04-01,4847.0,4847.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
42,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2005-Q3,2005-07-01,4557.0,4557.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
43,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2005-Q4,2005-10-01,6398.0,6398.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
44,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2006-Q1,2006-01-01,4895.0,4895.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
45,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2006-Q2,2006-04-01,5507.0,5507.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
46,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2006-Q3,2006-07-01,5151.0,5151.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
47,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2006-Q4,2006-10-01,7387.0,7387.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
48,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2007-Q1,2007-01-01,5484.0,5484.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
49,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2007-Q2,2007-04-01,6245.0,6245.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
50,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2007-Q3,2007-07-01,5811.0,5811.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
51,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2007-Q4,2007-10-01,8187.0,8187.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
52,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2008-Q1,2008-01-01,6037.0,6037.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
53,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2008-Q2,2008-04-01,6821.0,6821.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
54,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2008-Q3,2008-07-01,6248.0,6248.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
55,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2008-Q4,2008-10-01,8700.0,8700.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
56,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2009-Q1,2009-01-01,6051.0,6051.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
57,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2009-Q2,2009-04-01,6538.0,6538.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
58,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2009-Q3,2009-07-01,6366.0,6366.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
59,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2009-Q4,2009-10-01,8599.0,8599.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
60,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2010-Q1,2010-01-01,6510.0,6510.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
61,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2010-Q2,2010-04-01,7526.0,7526.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
62,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2010-Q3,2010-07-01,7017.0,7017.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
63,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2010-Q4,2010-10-01,9472.0,9472.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
64,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2011-Q1,2011-01-01,6777.0,6777.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
65,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2011-Q2,2011-04-01,7716.0,7716.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
66,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2011-Q3,2011-07-01,7271.0,7271.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
67,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2011-Q4,2011-10-01,9578.0,9578.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
68,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2012-Q1,2012-01-01,7067.0,7067.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
69,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2012-Q2,2012-04-01,8092.0,8092.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
70,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2012-Q3,2012-07-01,7514.0,7514.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
71,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2012-Q4,2012-10-01,9873.0,9873.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
72,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2013-Q1,2013-01-01,7199.0,7199.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
73,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2013-Q2,2013-04-01,8168.0,8168.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
74,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2013-Q3,2013-07-01,7557.0,7557.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
75,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2013-Q4,2013-10-01,9824.0,9824.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
76,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2014-Q1,2014-01-01,7585.0,7585.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
77,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2014-Q2,2014-04-01,8421.0,8421.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
78,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2014-Q3,2014-07-01,7797.0,7797.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
79,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2014-Q4,2014-10-01,10265.0,10265.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
80,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2015-Q1,2015-01-01,7670.0,7670.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
