,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
88,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2017-Q1,2017-01-01,-1278.0,-1278.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
89,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2017-Q2,2017-04-01,496.0,496.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
90,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2017-Q3,2017-07-01,1739.0,1739.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
91,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2017-Q4,2017-10-01,5478.0,5478.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
92,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2018-Q1,2018-01-01,-1220.0,-1220.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
93,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2018-Q2,2018-04-01,1449.0,1449.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
94,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2018-Q3,2018-07-01,2707.0,2707.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
95,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2018-Q4,2018-10-01,7028.0,7028.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
96,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2019-Q1,2019-01-01,-1191.0,-1191.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
97,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2019-Q2,2019-04-01,1024.0,1024.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
98,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2019-Q3,2019-07-01,2278.0,2278.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
99,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2019-Q4,2019-10-01,5272.0,5272.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
100,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2020-Q1,2020-01-01,-2405.0,-2405.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
101,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2020-Q2,2020-04-01,-1425.0,-1425.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
102,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2020-Q3,2020-07-01,-317.0,-317.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
103,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2020-Q4,2020-10-01,2112.0,2112.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
104,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2021-Q1,2021-01-01,1081.0,1081.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
105,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2021-Q2,2021-04-01,199.0,199.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
106,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2021-Q3,2021-07-01,4335.0,4335.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
107,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2021-Q4,2021-10-01,10220.0,10220.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
108,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2022-Q1,2022-01-01,2033.0,2033.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
109,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2022-Q2,2022-04-01,1088.0,1088.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
110,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2022-Q3,2022-07-01,3043.0,3043.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
111,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2022-Q4,2022-10-01,10189.0,10189.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
112,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2023-Q1,2023-01-01,961.0,961.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
113,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2023-Q2,2023-04-01,710.0,710.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
114,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2023-Q3,2023-07-01,1709.0,1709.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
115,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2023-Q4,2023-10-01,8746.0,8746.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
116,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2024-Q1,2024-01-01,-24.0,-24.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
0,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1995-Q1,1995-01-01,24247.0,24247.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
1,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1995-Q2,1995-04-01,26062.0,26062.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
2,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1995-Q3,1995-07-01,24369.0,24369.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
3,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1995-Q4,1995-10-01,26176.0,26176.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
4,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1996-Q1,1996-01-01,25800.0,25800.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
5,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1996-Q2,1996-04-01,26519.0,26519.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
6,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1996-Q3,1996-07-01,25706.0,25706.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
7,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1996-Q4,1996-10-01,28068.0,28068.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
8,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1997-Q1,1997-01-01,26939.0,26939.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
9,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1997-Q2,1997-04-01,28919.0,28919.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
10,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1997-Q3,1997-07-01,27805.0,27805.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
11,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1997-Q4,1997-10-01,31258.0,31258.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
12,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1998-Q1,1998-01-01,30196.0,30196.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
13,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1998-Q2,1998-04-01,31763.0,31763.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
14,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1998-Q3,1998-07-01,31674.0,31674.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
15,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1998-Q4,1998-10-01,35784.0,35784.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
16,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1999-Q1,1999-01-01,34235.0,34235.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
17,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4975,National Total. Seasonally and calendar unadjusted data. Gross fixed capital formation (GFCF). Base data. Current prices.,1999-Q2,1999-04-01,36726.0,36726.0,72,p51b,,,pcorr,n,00,euros,Base data,Gross fixed capital formation (GFCF),,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
